outcome,success,time,import,effort,train_error,test_error,data_version
flourishing_score,0.2664149013172917,0.010479909193779474,0.09897529799789334,-0.09090183051764371,1.1913138113312125,1.1498945024932377,Base - 4 dimensions
harmony_score,0.3340977678357981,-0.020456874925171092,-0.025816976778477958,-0.0029789704162516604,1.5515834095425824,1.5461318527198413,Base - 4 dimensions
qol_score,0.2062161319318123,-0.035955966756024735,0.02020971032081624,-0.04719714372818622,0.7849926488706143,0.782512428191936,Base - 4 dimensions
sat_life_score,0.32072690851735214,-0.00429682093201309,-0.004322206515122183,-0.06309393002483721,1.7816522236088095,1.8636824055002628,Base - 4 dimensions
sub_happy_score,0.25603354269890416,0.04782964790045492,0.03704100561441631,-0.13836737639428576,1.4856038632181123,1.3946094454879907,Base - 4 dimensions
rosenberg_SES_score,0.12507716636634988,-0.01810894252113757,-0.010662084034646246,-0.028136877151303495,0.26155007148385845,0.25778686909312787,Base - 4 dimensions
DASS_overall_Reversed,0.08902672552480086,-0.03777699881781326,-0.029248164402832875,-0.04134480786085033,0.3247594081599338,0.31328627701510414,Base - 4 dimensions
perceived_stress_Reversed,0.1515369044206396,-0.05868354880685836,-0.053370571836494206,-0.03482171894834527,0.3504997676356202,0.34736869765288897,Base - 4 dimensions
